ELECTION_DISTRICT,DISTRICT,TOWN,BALLOT_BOX,ELECTION_CENTRE,CENTRE,PARTY,VOTES
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΑΛΛΑΓΗ ΓΕΝΙΑΣ,4
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΑΛΛΗΛΕΓΓΥΗ,6
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΑΜΜΟΧΩΣΤΟΣ ΓΙΑ ΤΗΝ ΚΥΠΡΟ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΑΦΥΠΝΙΣΗ -2020-,3
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΔΗΜΟΚΡΑΤΙΚΗ ΠΑΡΑΤΑΞΗ,27
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΔΗΜΟΚΡΑΤΙΚΟ ΚΟΜΜΑ,22
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΔΗΜΟΚΡΑΤΙΚΟΣ ΣΥΝΑΓΕΡΜΟΣ,54
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΕΘΝΙΚΟ ΛΑΪΚΟ ΜΕΤΩΠΟ (Ε.ΛΑ.Μ.),20
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ-ΚΙΝΗΜΑ ΕΝ.ΚΥΠ. ΚΥΝΗΓΩΝ,4
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΚΙΝΗΜΑ ΟΙΚΟΛΟΓΩΝ-ΣΥΝΕΡΓΑΣΙΑ ΠΟΛΙΤΩΝ,5
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΚΙΝΗΜΑ ΣΟΣΙΑΛΔΗΜΟΚΡΑΤΩΝ ΕΔΕΚ,10
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΚΟΜΜΑ ΓΙΑ ΤΑ ΖΩΑ ΚΥΠΡΟΥ,6
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΠΑΤΡΙΩΤΙΚΟΣ ΣΥΝΑΣΠΙΣΜΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΠΝΟΗ ΛΑΟΥ,3
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΜΑΡΔΑΠΗΤΤΑΣ ΧΡΥΣΑΝΘΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΧΡΙΣΤΟΥ ΑΝΔΡΕΑΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΧΡΥΣΑΝΘΟΥ ΣΠΥΡΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΘΕΜΙΣΤΟΚΛΕΟΥΣ ΑΒΡΑΑΜ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΠΟΥΡΓΟΥΡΙΔΗΣ ΕΥΑΓΓΕΛΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΣΠΑΡΟΣ ΦΟΙΒΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,273,ΓΥΜΝΑΣΙΟ ΖΑΚΑΚΙΟΥ,ΚΕΝΤΡΟ Ζ,ΧΡΙΣΤΟΔΟΥΛΟΥ ΧΡΙΣΤΟΔΟΥΛΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΑΚΕΛ (ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ),30
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΑΛΛΑΓΗ ΓΕΝΙΑΣ,1
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΑΛΛΗΛΕΓΓΥΗ,2
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΑΜΜΟΧΩΣΤΟΣ ΓΙΑ ΤΗΝ ΚΥΠΡΟ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΑΦΥΠΝΙΣΗ -2020-,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΔΗΜΟΚΡΑΤΙΚΗ ΠΑΡΑΤΑΞΗ,17
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΔΗΜΟΚΡΑΤΙΚΟ ΚΟΜΜΑ,16
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΔΗΜΟΚΡΑΤΙΚΟΣ ΣΥΝΑΓΕΡΜΟΣ,42
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΕΘΝΙΚΟ ΛΑΪΚΟ ΜΕΤΩΠΟ (Ε.ΛΑ.Μ.),17
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ-ΚΙΝΗΜΑ ΕΝ.ΚΥΠ. ΚΥΝΗΓΩΝ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΚΙΝΗΜΑ ΟΙΚΟΛΟΓΩΝ-ΣΥΝΕΡΓΑΣΙΑ ΠΟΛΙΤΩΝ,2
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΚΙΝΗΜΑ ΣΟΣΙΑΛΔΗΜΟΚΡΑΤΩΝ ΕΔΕΚ,4
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΚΟΜΜΑ ΓΙΑ ΤΑ ΖΩΑ ΚΥΠΡΟΥ,4
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΠΑΤΡΙΩΤΙΚΟΣ ΣΥΝΑΣΠΙΣΜΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΠΝΟΗ ΛΑΟΥ,1
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΜΑΡΔΑΠΗΤΤΑΣ ΧΡΥΣΑΝΘΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΧΡΙΣΤΟΥ ΑΝΔΡΕΑΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΧΡΥΣΑΝΘΟΥ ΣΠΥΡΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΘΕΜΙΣΤΟΚΛΕΟΥΣ ΑΒΡΑΑΜ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΠΟΥΡΓΟΥΡΙΔΗΣ ΕΥΑΓΓΕΛΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΣΠΑΡΟΣ ΦΟΙΒΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,274,"ΓΡΑΦ, ΥΠΗΡ, ΔΙΑΧ, Τ/Κ ΠΕΡΙΟΥΣΙΩΝ",ΚΕΝΤΡΟ Β,ΧΡΙΣΤΟΔΟΥΛΟΥ ΧΡΙΣΤΟΔΟΥΛΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΑΚΕΛ (ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ),30
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΑΛΛΑΓΗ ΓΕΝΙΑΣ,4
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΑΛΛΗΛΕΓΓΥΗ,5
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΑΜΜΟΧΩΣΤΟΣ ΓΙΑ ΤΗΝ ΚΥΠΡΟ,1
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΑΦΥΠΝΙΣΗ -2020-,2
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΔΗΜΟΚΡΑΤΙΚΗ ΠΑΡΑΤΑΞΗ,13
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΔΗΜΟΚΡΑΤΙΚΟ ΚΟΜΜΑ,30
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΔΗΜΟΚΡΑΤΙΚΟΣ ΣΥΝΑΓΕΡΜΟΣ,43
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΕΘΝΙΚΟ ΛΑΪΚΟ ΜΕΤΩΠΟ (Ε.ΛΑ.Μ.),10
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ-ΚΙΝΗΜΑ ΕΝ.ΚΥΠ. ΚΥΝΗΓΩΝ,4
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΚΙΝΗΜΑ ΟΙΚΟΛΟΓΩΝ-ΣΥΝΕΡΓΑΣΙΑ ΠΟΛΙΤΩΝ,6
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΚΙΝΗΜΑ ΣΟΣΙΑΛΔΗΜΟΚΡΑΤΩΝ ΕΔΕΚ,19
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΚΟΜΜΑ ΓΙΑ ΤΑ ΖΩΑ ΚΥΠΡΟΥ,5
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΠΑΤΡΙΩΤΙΚΟΣ ΣΥΝΑΣΠΙΣΜΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΠΝΟΗ ΛΑΟΥ,2
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΜΑΡΔΑΠΗΤΤΑΣ ΧΡΥΣΑΝΘΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΧΡΙΣΤΟΥ ΑΝΔΡΕΑΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΧΡΥΣΑΝΘΟΥ ΣΠΥΡΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΘΕΜΙΣΤΟΚΛΕΟΥΣ ΑΒΡΑΑΜ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΠΟΥΡΓΟΥΡΙΔΗΣ ΕΥΑΓΓΕΛΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΣΠΑΡΟΣ ΦΟΙΒΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,275,ΛΑΝΙΤΕΙΟ ΛΥΚΕΙΟ ΚΡΑΤ.ΙΝΣΤ. ΕΠΙΜΟΡΦΩΣΗΣ,ΚΕΝΤΡΟ Ε,ΧΡΙΣΤΟΔΟΥΛΟΥ ΧΡΙΣΤΟΔΟΥΛΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,276,Ζ΄ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΠ. ΑΝΔΡΕΑ,ΚΕΝΤΡΟ Ζ,ΑΚΕΛ (ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ),74
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,276,Ζ΄ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΠ. ΑΝΔΡΕΑ,ΚΕΝΤΡΟ Ζ,ΑΛΛΑΓΗ ΓΕΝΙΑΣ,4
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,276,Ζ΄ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΠ. ΑΝΔΡΕΑ,ΚΕΝΤΡΟ Ζ,ΑΛΛΗΛΕΓΓΥΗ,7
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,276,Ζ΄ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΠ. ΑΝΔΡΕΑ,ΚΕΝΤΡΟ Ζ,ΑΜΜΟΧΩΣΤΟΣ ΓΙΑ ΤΗΝ ΚΥΠΡΟ,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,276,Ζ΄ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΠ. ΑΝΔΡΕΑ,ΚΕΝΤΡΟ Ζ,ΑΦΥΠΝΙΣΗ -2020-,0
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,276,Ζ΄ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΠ. ΑΝΔΡΕΑ,ΚΕΝΤΡΟ Ζ,ΔΗΜΟΚΡΑΤΙΚΗ ΠΑΡΑΤΑΞΗ,16
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,276,Ζ΄ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΠ. ΑΝΔΡΕΑ,ΚΕΝΤΡΟ Ζ,ΔΗΜΟΚΡΑΤΙΚΟ ΚΟΜΜΑ,30
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,276,Ζ΄ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΠ. ΑΝΔΡΕΑ,ΚΕΝΤΡΟ Ζ,ΔΗΜΟΚΡΑΤΙΚΟΣ ΣΥΝΑΓΕΡΜΟΣ,54
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,276,Ζ΄ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΠ. ΑΝΔΡΕΑ,ΚΕΝΤΡΟ Ζ,ΕΘΝΙΚΟ ΛΑΪΚΟ ΜΕΤΩΠΟ (Ε.ΛΑ.Μ.),8
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,276,Ζ΄ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΠ. ΑΝΔΡΕΑ,ΚΕΝΤΡΟ Ζ,ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ-ΚΙΝΗΜΑ ΕΝ.ΚΥΠ. ΚΥΝΗΓΩΝ,3
ΚΕΡΥΝΕΙΑ,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ,276,Ζ΄ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΠ. ΑΝΔΡΕΑ,ΚΕΝΤΡΟ Ζ,ΚΙΝΗΜΑ ΟΙΚΟΛΟΓΩΝ-ΣΥΝΕΡΓΑΣΙΑ ΠΟΛΙΤΩΝ,7
