ELECTION_DISTRICT,DISTRICT,TOWN,BALLOT_BOX,ELECTION_CENTRE,CENTRE,PARTY,VOTES
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,284,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Γ,ΑΦΥΠΝΙΣΗ -2020-,5
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,284,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Γ,ΔΗΜΟΚΡΑΤΙΚΗ ΠΑΡΑΤΑΞΗ,21
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,284,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Γ,ΔΗΜΟΚΡΑΤΙΚΟ ΚΟΜΜΑ,31
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,284,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Γ,ΔΗΜΟΚΡΑΤΙΚΟΣ ΣΥΝΑΓΕΡΜΟΣ,89
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,284,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Γ,ΕΘΝΙΚΟ ΛΑΪΚΟ ΜΕΤΩΠΟ (Ε.ΛΑ.Μ.),25
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,284,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Γ,ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ-ΚΙΝΗΜΑ ΕΝ.ΚΥΠ. ΚΥΝΗΓΩΝ,26
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,284,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Γ,ΚΙΝΗΜΑ ΟΙΚΟΛΟΓΩΝ-ΣΥΝΕΡΓΑΣΙΑ ΠΟΛΙΤΩΝ,25
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,284,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Γ,ΚΙΝΗΜΑ ΣΟΣΙΑΛΔΗΜΟΚΡΑΤΩΝ ΕΔΕΚ,21
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,284,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Γ,ΚΟΜΜΑ ΓΙΑ ΤΑ ΖΩΑ ΚΥΠΡΟΥ,5
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,284,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Γ,ΠΑΤΡΙΩΤΙΚΟΣ ΣΥΝΑΣΠΙΣΜΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,284,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Γ,ΠΝΟΗ ΛΑΟΥ,9
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,284,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Γ,ΜΑΡΔΑΠΗΤΤΑΣ ΧΡΥΣΑΝΘΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,284,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Γ,ΧΡΙΣΤΟΥ ΑΝΔΡΕΑΣ,7
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,284,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Γ,ΧΡΥΣΑΝΘΟΥ ΣΠΥΡΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,284,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Γ,ΘΕΜΙΣΤΟΚΛΕΟΥΣ ΑΒΡΑΑΜ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,284,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Γ,ΠΟΥΡΓΟΥΡΙΔΗΣ ΕΥΑΓΓΕΛΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,284,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Γ,ΣΠΑΡΟΣ ΦΟΙΒΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,284,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Γ,ΧΡΙΣΤΟΔΟΥΛΟΥ ΧΡΙΣΤΟΔΟΥΛΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΑΚΕΛ (ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ),83
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΑΛΛΑΓΗ ΓΕΝΙΑΣ,27
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΑΛΛΗΛΕΓΓΥΗ,4
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΑΜΜΟΧΩΣΤΟΣ ΓΙΑ ΤΗΝ ΚΥΠΡΟ,3
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΑΦΥΠΝΙΣΗ -2020-,5
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΔΗΜΟΚΡΑΤΙΚΗ ΠΑΡΑΤΑΞΗ,24
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΔΗΜΟΚΡΑΤΙΚΟ ΚΟΜΜΑ,17
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΔΗΜΟΚΡΑΤΙΚΟΣ ΣΥΝΑΓΕΡΜΟΣ,51
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΕΘΝΙΚΟ ΛΑΪΚΟ ΜΕΤΩΠΟ (Ε.ΛΑ.Μ.),20
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ-ΚΙΝΗΜΑ ΕΝ.ΚΥΠ. ΚΥΝΗΓΩΝ,14
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΚΙΝΗΜΑ ΟΙΚΟΛΟΓΩΝ-ΣΥΝΕΡΓΑΣΙΑ ΠΟΛΙΤΩΝ,36
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΚΙΝΗΜΑ ΣΟΣΙΑΛΔΗΜΟΚΡΑΤΩΝ ΕΔΕΚ,13
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΚΟΜΜΑ ΓΙΑ ΤΑ ΖΩΑ ΚΥΠΡΟΥ,5
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΠΑΤΡΙΩΤΙΚΟΣ ΣΥΝΑΣΠΙΣΜΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΠΝΟΗ ΛΑΟΥ,3
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΜΑΡΔΑΠΗΤΤΑΣ ΧΡΥΣΑΝΘΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΧΡΙΣΤΟΥ ΑΝΔΡΕΑΣ,5
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΧΡΥΣΑΝΘΟΥ ΣΠΥΡΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΘΕΜΙΣΤΟΚΛΕΟΥΣ ΑΒΡΑΑΜ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΠΟΥΡΓΟΥΡΙΔΗΣ ΕΥΑΓΓΕΛΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΣΠΑΡΟΣ ΦΟΙΒΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,285,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Δ,ΧΡΙΣΤΟΔΟΥΛΟΥ ΧΡΙΣΤΟΔΟΥΛΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΑΚΕΛ (ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ),91
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΑΛΛΑΓΗ ΓΕΝΙΑΣ,29
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΑΛΛΗΛΕΓΓΥΗ,5
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΑΜΜΟΧΩΣΤΟΣ ΓΙΑ ΤΗΝ ΚΥΠΡΟ,2
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΑΦΥΠΝΙΣΗ -2020-,3
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΔΗΜΟΚΡΑΤΙΚΗ ΠΑΡΑΤΑΞΗ,18
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΔΗΜΟΚΡΑΤΙΚΟ ΚΟΜΜΑ,29
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΔΗΜΟΚΡΑΤΙΚΟΣ ΣΥΝΑΓΕΡΜΟΣ,50
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΕΘΝΙΚΟ ΛΑΪΚΟ ΜΕΤΩΠΟ (Ε.ΛΑ.Μ.),18
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ-ΚΙΝΗΜΑ ΕΝ.ΚΥΠ. ΚΥΝΗΓΩΝ,13
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΚΙΝΗΜΑ ΟΙΚΟΛΟΓΩΝ-ΣΥΝΕΡΓΑΣΙΑ ΠΟΛΙΤΩΝ,33
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΚΙΝΗΜΑ ΣΟΣΙΑΛΔΗΜΟΚΡΑΤΩΝ ΕΔΕΚ,13
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΚΟΜΜΑ ΓΙΑ ΤΑ ΖΩΑ ΚΥΠΡΟΥ,11
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΠΑΤΡΙΩΤΙΚΟΣ ΣΥΝΑΣΠΙΣΜΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΠΝΟΗ ΛΑΟΥ,4
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΜΑΡΔΑΠΗΤΤΑΣ ΧΡΥΣΑΝΘΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΧΡΙΣΤΟΥ ΑΝΔΡΕΑΣ,10
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΧΡΥΣΑΝΘΟΥ ΣΠΥΡΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΘΕΜΙΣΤΟΚΛΕΟΥΣ ΑΒΡΑΑΜ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΠΟΥΡΓΟΥΡΙΔΗΣ ΕΥΑΓΓΕΛΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΣΠΑΡΟΣ ΦΟΙΒΟΣ,0
ΛΕΥΚΩΣΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,286,Α  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ Ε,ΧΡΙΣΤΟΔΟΥΛΟΥ ΧΡΙΣΤΟΔΟΥΛΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,287,Β ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ ΣΤ,ΑΚΕΛ (ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ),105
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,287,Β ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ ΣΤ,ΑΛΛΑΓΗ ΓΕΝΙΑΣ,8
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,287,Β ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ ΣΤ,ΑΛΛΗΛΕΓΓΥΗ,2
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,287,Β ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ ΣΤ,ΑΜΜΟΧΩΣΤΟΣ ΓΙΑ ΤΗΝ ΚΥΠΡΟ,0
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,287,Β ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ ΣΤ,ΑΦΥΠΝΙΣΗ -2020-,1
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,287,Β ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ ΣΤ,ΔΗΜΟΚΡΑΤΙΚΗ ΠΑΡΑΤΑΞΗ,40
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,287,Β ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ ΣΤ,ΔΗΜΟΚΡΑΤΙΚΟ ΚΟΜΜΑ,45
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,287,Β ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ ΣΤ,ΔΗΜΟΚΡΑΤΙΚΟΣ ΣΥΝΑΓΕΡΜΟΣ,69
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,287,Β ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ ΣΤ,ΕΘΝΙΚΟ ΛΑΪΚΟ ΜΕΤΩΠΟ (Ε.ΛΑ.Μ.),10
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,287,Β ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ ΣΤ,ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ-ΚΙΝΗΜΑ ΕΝ.ΚΥΠ. ΚΥΝΗΓΩΝ,2
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,287,Β ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ ΣΤ,ΚΙΝΗΜΑ ΟΙΚΟΛΟΓΩΝ-ΣΥΝΕΡΓΑΣΙΑ ΠΟΛΙΤΩΝ,14
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,287,Β ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ ΣΤ,ΚΙΝΗΜΑ ΣΟΣΙΑΛΔΗΜΟΚΡΑΤΩΝ ΕΔΕΚ,9
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,287,Β ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ ΣΤ,ΚΟΜΜΑ ΓΙΑ ΤΑ ΖΩΑ ΚΥΠΡΟΥ,2
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,287,Β ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ ΣΤ,ΠΑΤΡΙΩΤΙΚΟΣ ΣΥΝΑΣΠΙΣΜΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,287,Β ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ ΣΤ,ΠΝΟΗ ΛΑΟΥ,4
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,287,Β ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ ΣΤ,ΜΑΡΔΑΠΗΤΤΑΣ ΧΡΥΣΑΝΘΟΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,287,Β ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ ΣΤ,ΧΡΙΣΤΟΥ ΑΝΔΡΕΑΣ,0
ΚΕΡΥΝΕΙΑ,ΛΕΥΚΩΣΙΑ,ΤΣΕΡΙ,287,Β ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ,ΚΕΝΤΡΟ ΣΤ,ΧΡΥΣΑΝΘΟΥ ΣΠΥΡΟΣ,0
